id,day,event_type,category,region,device,account_age_days,num_prev_listings,prev_reports_30d,verification_level,price,num_images,message_length,contains_off_platform,urgency_words,payment_attempt,time_to_first_response_min,risk_score
1698,2,ad_post,furniture,rural,ios,185.6,3,0,0,249.44,0,10,0,1,1,13.8,0.8099266468178028
361,5,message_send,phones,rural,android,70.0,3,0,1,95.67,3,139,0,1,1,26.0,0.809887431813231
554,1,ad_post,phones,urban,android,22.9,3,0,1,100.19,7,182,1,0,0,,0.8093112245106345
659,4,ad_post,fashion,urban,ios,70.3,4,0,1,194.29,5,146,0,1,1,3.8,0.8089369446984733
208,4,ad_post,bikes,,ios,5.8,4,0,1,515.82,6,79,0,1,0,30.6,0.808921849839068
1038,5,message_send,bikes,metro,android,15.3,2,0,0,162.58,3,106,0,0,1,6.3,0.8084260929489997
826,4,ad_post,phones,rural,ios,110.4,5,1,0,624.52,2,80,0,0,0,66.2,0.8080721118885821
179,3,message_send,other,metro,android,134.1,5,0,0,306.56,2,253,0,1,1,48.4,0.8071513372418101
1527,1,message_send,fashion,rural,android,84.2,2,0,0,261.34,1,118,0,1,0,3.1,0.806757514452166
1755,5,ad_post,furniture,urban,ios,39.4,10,0,1,37.55,6,66,1,0,0,21.7,0.8061616118206271
1300,3,ad_post,furniture,urban,ios,44.2,4,0,0,66.92,3,66,0,1,0,,0.8061038308241849
1176,4,ad_post,furniture,urban,ios,99.7,4,1,0,811.36,4,40,0,0,0,29.8,0.8057079430595838
1185,4,ad_post,electronics,metro,ios,23.4,1,0,0,90.8,3,121,0,0,1,,0.8052908700470566
355,2,ad_post,phones,urban,android,51.7,2,1,0,59.19,2,82,0,0,0,33.6,0.8050736668347437
1737,4,ad_post,other,,android,20.3,4,0,0,,6,38,0,0,1,8.8,0.8049738675056524
1081,5,ad_post,other,urban,ios,45.9,2,0,0,66.33,2,0,0,1,0,31.9,0.8046508459180234
1555,1,ad_post,furniture,urban,ios,124.3,2,0,0,56.31,3,124,1,0,0,40.9,0.8045210945781904
1365,5,message_send,bikes,,ios,19.3,1,0,0,48.82,0,87,0,0,1,6.7,0.8044307326005334
1197,1,ad_post,furniture,rural,android,17.8,5,0,0,148.69,4,91,0,0,1,11.7,0.8040346143367304
1394,3,ad_post,other,urban,ios,69.4,4,1,0,188.22,5,162,0,0,0,14.9,0.8038279466409467
1291,1,ad_post,furniture,metro,android,55.9,3,0,1,98.39,0,15,0,1,1,98.1,0.8035778986197495
228,4,message_send,furniture,urban,android,39.6,4,0,0,25.89,3,46,0,1,0,6.4,0.8028644083624199
832,4,ad_post,fashion,metro,ios,27.7,3,0,0,,2,82,0,0,1,49.1,0.80276149901234
691,3,message_send,electronics,metro,ios,72.6,0,0,0,37.47,0,117,0,1,0,15.0,0.8026239965844411
1067,2,ad_post,bikes,metro,android,25.9,2,0,0,94.8,5,105,0,0,1,8.7,0.8016730395620594
31,1,message_send,furniture,metro,ios,19.7,3,0,0,719.83,2,203,0,0,1,8.8,0.8015254224278673
511,1,ad_post,phones,metro,ios,66.7,4,0,0,,2,134,0,1,0,1.2,0.8014213736652238
475,5,ad_post,electronics,metro,android,66.5,3,0,0,90.38,3,148,0,1,0,,0.8009044155602171
1397,2,ad_post,bikes,urban,ios,13.3,1,0,0,82.4,4,50,0,0,1,22.0,0.8008902084475915
167,4,message_send,bikes,metro,android,150.8,2,0,1,,2,266,1,0,1,8.6,0.8001968463491175
1897,3,ad_post,phones,,android,77.2,5,0,1,68.74,4,88,0,1,1,,0.8000703056135848
383,3,message_send,bikes,urban,android,82.8,2,1,0,56.31,5,134,0,0,0,0.9,0.7999219177992977
1208,3,message_send,bikes,,ios,29.6,1,1,1,37.82,4,93,0,0,0,3.2,0.7997196331938138
334,2,ad_post,bikes,metro,android,115.5,0,1,1,172.11,4,155,0,0,1,,0.7985304500992253
1925,2,ad_post,bikes,rural,web,62.1,1,1,0,82.31,3,130,0,0,0,,0.7982326347032087
164,3,ad_post,fashion,metro,ios,44.9,4,0,0,409.88,4,117,0,0,1,31.2,0.7981213436493932
812,4,message_send,electronics,metro,web,7.6,3,0,0,21.83,1,167,0,1,0,9.3,0.7976672180975561
796,2,message_send,phones,metro,ios,66.4,2,0,0,333.67,1,193,0,1,0,37.5,0.7974333361482877
1699,3,ad_post,bikes,rural,android,15.3,5,1,1,173.95,3,120,0,0,0,32.3,0.797213986652961
502,3,ad_post,electronics,rural,android,73.8,6,0,0,141.71,5,148,0,1,0,127.9,0.7970645545061441
1216,4,ad_post,electronics,,android,70.0,0,0,1,,2,84,1,0,0,28.9,0.796593532523937
1147,4,ad_post,phones,rural,android,135.7,3,1,1,252.73,5,64,0,0,1,4.2,0.7964942887604369
63,2,ad_post,furniture,urban,android,67.8,1,1,0,80.11,4,122,0,0,0,26.4,0.796265578106482
1963,3,ad_post,electronics,metro,android,28.8,2,1,1,175.61,4,25,0,0,0,6.7,0.7961505773309314
1140,4,ad_post,furniture,metro,android,53.0,4,0,1,89.05,4,115,1,0,0,79.6,0.7953465176564198
1983,1,ad_post,furniture,urban,android,53.9,2,0,0,251.64,2,16,0,1,0,18.6,0.7948282424792316
1488,4,ad_post,electronics,metro,android,26.4,0,1,1,,2,0,0,0,0,11.5,0.7937408277846274
1914,4,message_send,electronics,metro,android,24.2,4,0,0,196.4,3,73,0,0,1,83.4,0.7937304088234755
1261,2,ad_post,furniture,rural,android,96.7,5,1,0,179.62,2,166,0,0,0,6.6,0.7936627553506926
1752,4,ad_post,bikes,metro,web,71.8,3,1,1,110.92,2,41,0,0,1,6.3,0.7930160103217583
253,3,ad_post,furniture,metro,web,28.9,1,0,2,238.43,4,106,1,0,1,11.8,0.7929007779737663
1413,5,ad_post,phones,rural,web,36.6,5,0,0,33.97,2,0,0,1,0,8.8,0.7924750061103215
35,1,ad_post,furniture,urban,android,49.6,3,0,0,195.36,1,0,0,1,0,8.2,0.7923601370013685
1604,4,message_send,phones,metro,web,4.8,3,0,0,97.92,3,257,0,1,0,24.3,0.7903192304065324
1594,3,ad_post,bikes,metro,ios,32.3,5,0,0,93.24,3,134,0,0,1,26.4,0.7902554162392269
196,3,ad_post,bikes,urban,android,18.8,3,0,0,181.99,7,107,0,0,1,,0.7900862371485942
1560,3,ad_post,fashion,metro,android,45.7,1,1,2,138.84,3,43,0,0,1,8.8,0.7884706565369783
1727,5,ad_post,phones,metro,android,34.2,2,1,2,345.17,3,6,0,0,1,54.4,0.7878956865732668
457,3,message_send,furniture,rural,android,86.8,0,0,0,49.74,5,235,0,1,0,3.4,0.7877987100579452
145,1,message_send,bikes,,android,34.4,3,0,0,36.96,4,79,0,0,1,39.1,0.7877421133500795
404,5,ad_post,furniture,metro,android,39.0,1,1,1,332.29,5,0,0,0,0,24.8,0.7867910538711227
664,1,ad_post,furniture,metro,android,16.3,3,0,0,203.32,2,122,0,0,1,8.8,0.7863697811137125
1336,3,message_send,bikes,,ios,26.5,6,1,1,176.2,4,215,0,0,0,2.2,0.7853929699157759
1276,2,message_send,other,metro,android,71.1,3,0,0,150.05,4,215,0,1,0,2.8,0.7853827504481153
1098,5,ad_post,other,rural,android,79.3,4,0,0,191.94,4,198,0,1,0,23.5,0.7853636736703886
1827,4,message_send,bikes,rural,web,52.8,3,0,0,227.87,4,120,0,1,0,74.9,0.7848824809072671
681,1,ad_post,fashion,metro,ios,39.2,3,0,0,42.6,1,111,0,0,1,12.0,0.7845980083311997
1812,2,message_send,electronics,metro,ios,83.9,3,0,0,234.39,0,204,0,1,0,13.3,0.7844229826708469
774,2,message_send,other,metro,ios,148.0,1,1,1,324.15,4,56,0,0,1,7.6,0.7843834426283233
116,2,ad_post,electronics,metro,ios,58.0,1,0,0,343.26,5,147,0,0,1,8.0,0.7842961132532673
446,4,ad_post,furniture,metro,web,19.3,6,0,0,152.49,1,91,0,1,0,3.2,0.7835820380046897
730,3,message_send,furniture,urban,android,24.9,5,0,0,311.0,0,235,0,1,0,43.0,0.7834075595397518
1835,2,message_send,phones,metro,ios,48.6,3,0,0,354.71,2,66,0,0,1,17.2,0.7826239901695347
1182,3,ad_post,other,urban,android,17.6,2,0,0,97.35,6,31,0,0,1,7.2,0.7823344775504308
950,5,ad_post,furniture,urban,ios,55.0,2,0,0,50.79,0,99,0,1,0,10.9,0.7816345839778454
1179,3,ad_post,electronics,rural,android,42.6,1,1,1,264.2,1,25,0,0,0,21.9,0.7815965533612848
1523,2,message_send,fashion,metro,android,29.0,2,1,1,110.47,4,185,0,0,0,22.1,0.7814758327004273
1920,5,message_send,electronics,metro,android,53.0,3,1,1,880.74,3,100,0,0,0,15.9,0.7804502596448333
1448,4,ad_post,other,urban,ios,6.0,2,1,1,,2,4,0,0,0,20.1,0.7801060596157914
182,5,ad_post,other,metro,android,12.3,4,0,0,65.97,2,121,0,0,1,18.9,0.779871619052012
717,1,ad_post,other,metro,ios,8.6,1,1,1,105.24,3,200,0,0,0,47.7,0.7798407457067758
1632,1,ad_post,electronics,metro,ios,28.8,4,0,1,148.68,6,82,0,1,0,9.2,0.7794967760982361
1734,1,ad_post,phones,rural,android,47.4,2,1,1,414.01,5,88,0,0,0,34.8,0.779095689679052
830,5,ad_post,phones,metro,android,41.0,7,0,0,47.64,4,0,0,0,1,6.0,0.7786552103536666
1118,5,message_send,other,urban,android,32.4,2,0,1,109.64,1,151,1,0,0,29.7,0.7783379906465856
1490,5,ad_post,fashion,rural,android,64.7,2,0,0,39.58,3,53,0,0,1,,0.7781592200905303
1143,5,ad_post,other,metro,ios,119.9,2,0,0,128.46,7,87,0,1,0,3.2,0.7779379947642978
1522,2,ad_post,bikes,rural,android,36.2,5,1,2,68.33,1,75,0,0,1,44.0,0.7778706947932092
23,4,message_send,fashion,rural,ios,46.8,2,1,1,,1,161,0,0,0,11.0,0.7778320181999712
1890,3,ad_post,furniture,rural,android,21.9,3,1,1,368.85,0,127,0,0,0,9.4,0.7775174908018017
1497,3,message_send,electronics,urban,ios,16.7,7,1,1,,2,37,0,0,0,9.5,0.7769794527221826
960,1,message_send,phones,rural,android,137.9,3,1,0,,6,161,0,0,0,6.1,0.7768351882392615
841,4,ad_post,other,metro,android,53.4,0,0,0,467.13,6,99,0,0,1,30.4,0.7767806608349933
701,1,message_send,phones,metro,ios,98.7,4,1,0,111.57,4,269,0,0,0,125.2,0.7763439126814254
975,5,message_send,fashion,rural,android,97.2,3,0,1,,2,224,0,1,1,124.8,0.776208941213171
1966,2,ad_post,bikes,,android,54.3,4,0,0,156.34,5,92,0,0,1,12.6,0.7760965132400377
1942,4,ad_post,other,metro,android,9.0,2,0,2,86.86,7,35,1,0,0,,0.775237842953401
333,4,ad_post,furniture,urban,ios,85.1,3,0,2,381.23,4,121,1,0,1,2.5,0.7751890362868031
505,3,ad_post,other,urban,android,17.1,5,0,0,402.42,3,5,0,0,1,17.8,0.7750941216293225
271,1,ad_post,furniture,metro,ios,43.2,3,0,0,114.22,3,124,0,0,1,1.6,0.774340760633834
1561,3,message_send,electronics,metro,ios,46.4,2,1,1,53.36,4,160,0,0,0,0.4,0.7742376028030994
1595,1,ad_post,bikes,metro,android,44.2,3,0,0,212.58,3,134,0,0,1,14.8,0.7735091495844052
1442,1,ad_post,other,metro,android,117.9,5,1,1,,2,116,0,0,1,,0.7710509143297121
1793,2,ad_post,other,metro,ios,52.3,1,0,0,186.13,2,40,0,0,1,28.6,0.7707866684786189
747,3,message_send,phones,metro,android,116.4,5,1,0,,3,161,0,0,0,6.1,0.7706846698758225
1244,1,ad_post,electronics,urban,ios,30.7,2,0,0,274.6,1,89,0,0,1,5.2,0.7706816835660238
1590,4,ad_post,furniture,urban,android,46.1,3,0,1,209.08,0,73,1,0,0,56.2,0.7701706146023075
1902,2,message_send,furniture,urban,ios,70.9,2,0,0,72.67,3,215,0,1,0,1.6,0.7700886995363216
1436,1,ad_post,other,metro,android,50.5,0,0,0,126.44,4,33,0,0,1,20.8,0.7700537639419948
1212,2,ad_post,phones,,ios,153.8,1,1,0,107.13,5,50,0,0,0,,0.7699944394267176
814,3,ad_post,bikes,metro,ios,42.6,3,1,1,193.02,3,154,0,0,0,32.0,0.7698479040892016
1262,4,ad_post,furniture,metro,ios,26.1,5,0,2,240.04,4,120,0,1,1,2.9,0.769815260011268
929,5,ad_post,other,,android,23.0,2,0,0,83.16,1,108,0,0,1,27.8,0.7694665610825082
211,5,ad_post,other,metro,android,89.1,1,0,0,96.95,5,188,0,1,0,32.8,0.769401024045713
924,3,ad_post,other,metro,android,42.4,0,0,0,615.72,1,119,0,0,1,6.4,0.7692800322697658
1498,2,message_send,electronics,,android,28.3,4,1,1,,2,143,0,0,0,26.1,0.7692254354443531
1655,4,ad_post,furniture,rural,ios,51.4,4,1,1,297.41,0,36,0,0,0,9.7,0.7687469416826231
570,2,message_send,electronics,metro,android,19.0,3,0,0,32.29,0,233,0,0,1,7.0,0.7686216020388958
301,1,ad_post,fashion,urban,ios,37.0,2,1,1,269.65,4,37,0,0,0,86.0,0.7685818623592242
1237,1,ad_post,phones,rural,android,212.4,1,0,0,122.3,3,105,0,1,1,49.8,0.7682573260974572
825,1,ad_post,electronics,urban,android,20.8,5,0,0,110.67,3,87,0,0,1,3.5,0.7681720889319507
1351,2,message_send,other,metro,android,19.9,4,0,0,107.07,5,286,0,0,1,35.7,0.7678085326046077
14,1,message_send,bikes,metro,android,27.0,6,1,1,493.95,3,267,0,0,0,11.3,0.7671144188628358
86,4,message_send,furniture,metro,ios,32.9,2,1,1,76.92,1,124,0,0,0,6.4,0.7668720554242193
1956,1,ad_post,other,metro,ios,110.5,10,0,1,104.46,5,4,1,0,0,10.7,0.7664605581896963
522,2,ad_post,phones,metro,ios,58.3,4,1,1,836.09,3,88,0,0,0,54.5,0.7660523697786912
1267,4,ad_post,electronics,metro,android,69.6,1,0,0,91.14,4,0,0,0,1,41.4,0.7652212078892762
1787,5,ad_post,other,rural,android,98.2,2,0,1,76.07,5,34,1,0,0,170.0,0.7649585685240927
1720,5,ad_post,phones,urban,android,34.7,3,0,0,182.07,6,89,0,0,1,7.6,0.7648397537214818
399,3,ad_post,electronics,urban,ios,170.9,3,0,0,70.02,1,101,1,0,0,,0.7645008107286521
671,4,ad_post,bikes,urban,ios,78.1,3,1,2,9.94,1,125,0,1,0,,0.7642976472335818
245,2,ad_post,bikes,metro,android,48.5,4,0,0,31.09,5,187,0,0,1,6.3,0.7642065099129476
464,5,ad_post,electronics,metro,android,68.4,6,0,0,441.35,4,52,0,0,1,26.3,0.7641532280602344
980,2,message_send,other,urban,ios,79.6,2,1,0,198.6,2,348,0,0,0,4.0,0.7638990152454772
1315,3,ad_post,bikes,metro,android,41.0,3,1,2,153.52,1,140,0,0,1,5.2,0.763367605609389
1156,5,message_send,other,urban,ios,17.0,1,1,1,,4,161,0,0,0,13.9,0.7631498786168278
1058,4,message_send,phones,,android,113.1,1,1,0,190.46,0,189,0,0,0,,0.7629186420281285
625,2,ad_post,other,,android,56.0,1,0,0,176.95,4,47,0,0,1,,0.762789348104774
1955,4,ad_post,bikes,urban,android,25.5,3,0,0,212.55,3,113,0,0,1,57.3,0.7625071679908314
66,1,ad_post,bikes,rural,android,55.4,2,1,1,234.28,1,0,0,0,0,72.6,0.7623736366239895
350,2,ad_post,other,metro,ios,27.4,1,0,1,182.18,4,73,0,1,0,10.3,0.7618022859769586
1251,3,ad_post,other,urban,android,11.0,2,0,0,155.2,2,105,0,0,1,,0.7617903383668045
219,5,message_send,fashion,urban,android,12.9,3,0,0,109.93,1,223,0,0,1,10.1,0.7615021208393058
1358,1,ad_post,fashion,metro,android,64.5,2,0,0,321.98,2,125,0,0,1,6.7,0.7608024713341907
1542,4,ad_post,furniture,urban,ios,24.8,4,0,0,125.13,2,105,0,0,1,27.7,0.7602869560700836
1271,5,message_send,furniture,metro,android,50.0,4,0,0,,2,72,0,0,1,17.4,0.7602345047531103
1170,2,ad_post,other,metro,web,47.7,7,0,0,445.01,2,109,0,1,0,6.6,0.7600280876258192
231,3,ad_post,electronics,metro,android,55.4,5,0,0,,1,29,0,0,1,9.8,0.7600091901615513
666,5,ad_post,electronics,rural,ios,138.3,2,0,1,110.35,2,139,0,1,1,31.7,0.7595765882135053
1858,5,message_send,other,rural,ios,40.2,2,0,1,85.35,3,28,0,1,0,41.0,0.7594241072933856
241,1,ad_post,phones,,ios,53.3,2,0,0,129.64,0,44,0,0,1,31.2,0.7586899635806859
142,3,ad_post,electronics,metro,android,65.8,3,0,0,94.47,4,73,0,0,1,15.4,0.7580579443723156
800,1,ad_post,furniture,urban,android,10.8,4,0,0,73.75,2,133,0,0,1,1.5,0.7579365864415885
743,2,message_send,electronics,urban,android,94.6,5,1,0,284.61,0,155,0,0,0,57.0,0.7578663806328099
1452,5,ad_post,bikes,metro,android,28.3,4,0,1,54.19,3,49,0,1,0,1.2,0.7577569379667829
1127,2,message_send,bikes,,ios,31.5,2,0,1,27.67,4,145,0,1,0,48.6,0.7572076504355184
804,2,ad_post,bikes,urban,android,84.5,1,0,2,19.37,2,102,1,0,1,19.6,0.757021724659365
1930,4,message_send,furniture,urban,android,11.5,5,0,0,733.52,2,295,0,0,1,26.8,0.7567449717954206
1961,2,message_send,fashion,urban,android,11.3,1,1,1,139.2,2,263,0,0,0,2.9,0.7564214681007279
370,3,ad_post,bikes,rural,android,76.4,4,1,2,623.22,2,107,0,0,1,27.1,0.7564046064830818
492,3,ad_post,phones,urban,ios,24.1,0,1,1,109.4,3,110,0,0,0,30.1,0.7560616626736055
1313,3,ad_post,bikes,metro,ios,71.2,5,0,0,243.05,3,151,0,0,1,4.3,0.7559823343738605
1700,5,ad_post,phones,rural,android,70.4,3,0,0,124.18,4,97,0,0,1,12.5,0.7557363739284456
1439,2,ad_post,phones,rural,android,88.8,2,0,0,317.5,5,55,0,0,1,2.6,0.7544863652014128
1366,4,message_send,other,,ios,14.6,3,0,1,158.51,1,138,0,1,0,5.5,0.7542206907209191
1486,5,ad_post,other,metro,ios,47.4,4,1,1,250.36,1,87,0,0,0,6.3,0.7533940482351547
1223,2,ad_post,electronics,metro,ios,15.8,4,0,2,88.53,2,150,1,0,0,9.6,0.7529721952403449
986,5,ad_post,furniture,urban,android,31.7,4,0,0,229.99,4,119,0,0,1,9.2,0.7528953759693328
408,3,ad_post,electronics,metro,android,64.2,4,0,0,128.93,3,92,0,0,1,,0.7525100773939293
1230,3,ad_post,electronics,urban,ios,34.7,2,1,1,125.32,2,96,0,0,0,18.3,0.7523099791447484
1814,2,message_send,other,,ios,28.4,1,0,2,29.87,3,172,0,1,1,,0.7523026131690149
1648,2,message_send,bikes,urban,android,16.1,7,0,0,230.68,4,333,0,0,1,5.3,0.751121654248199
517,3,ad_post,other,metro,android,16.3,4,0,1,164.74,5,142,0,1,0,15.5,0.7506993075790053
1628,5,ad_post,furniture,metro,android,48.5,2,1,1,131.68,3,94,0,0,0,18.8,0.7504504078245144
1012,3,ad_post,fashion,urban,ios,38.6,7,1,1,,2,83,0,0,0,22.0,0.7499654341439376
1079,5,ad_post,bikes,metro,android,61.4,3,0,0,45.71,1,87,0,0,1,2.2,0.7493921003398096
270,1,ad_post,electronics,metro,web,43.9,1,0,0,203.46,8,88,0,0,1,,0.7492741854182002
1266,5,message_send,bikes,metro,ios,48.4,5,0,1,470.07,2,116,0,1,0,12.0,0.7488760660051962
1113,2,ad_post,fashion,urban,ios,55.7,2,1,1,270.39,5,169,0,0,0,4.2,0.748085646196584
901,4,ad_post,other,rural,android,214.1,5,0,0,56.14,3,51,1,0,0,5.0,0.7476579675777706
771,3,ad_post,electronics,urban,android,15.8,1,0,1,1189.66,1,195,0,1,0,9.6,0.7473633066732943
1970,3,ad_post,bikes,metro,android,59.0,5,0,0,190.13,1,102,0,0,1,38.8,0.7472761628271762
1760,3,ad_post,electronics,metro,web,26.8,3,0,0,56.48,4,13,0,0,1,60.3,0.7470773277137297
1573,3,message_send,bikes,rural,ios,124.0,6,0,1,260.45,1,136,1,0,0,91.2,0.7465976870962181
42,3,ad_post,furniture,urban,android,9.5,3,1,1,307.95,0,113,0,0,0,20.3,0.7454026370043599
1759,3,ad_post,furniture,urban,android,18.7,4,0,0,167.0,1,157,0,0,1,16.7,0.7441724851951202
1114,3,ad_post,other,urban,ios,21.9,4,1,1,32.01,2,63,0,0,0,58.2,0.7436680890787492
195,2,message_send,fashion,metro,android,82.8,2,0,0,321.21,4,195,0,0,1,7.5,0.7434202447223871
1626,5,message_send,fashion,metro,android,108.3,5,0,1,70.76,0,159,1,0,0,7.9,0.7433990770140108
1309,4,ad_post,phones,urban,android,47.0,2,0,0,21.78,5,84,0,0,1,8.9,0.7430083190179825
1202,5,ad_post,bikes,urban,android,10.6,5,0,1,199.16,3,84,0,1,0,12.5,0.7428229237317235
809,5,ad_post,electronics,urban,android,52.1,0,0,0,,3,101,0,0,1,4.8,0.7427824157437406
1636,3,ad_post,phones,urban,android,22.2,0,1,2,104.35,2,111,0,0,1,91.0,0.7427737422842179
1820,3,ad_post,furniture,rural,web,108.3,2,1,0,83.05,5,186,0,0,0,5.5,0.7425762096221402
1034,2,ad_post,electronics,metro,android,43.6,3,0,1,56.77,5,108,0,1,0,4.0,0.7416182982934438
88,2,ad_post,electronics,metro,android,61.0,2,0,0,64.96,2,113,0,0,1,62.8,0.7416006516921049
1190,2,message_send,other,metro,android,141.1,2,1,0,184.5,1,119,0,0,0,6.2,0.7415651911013885
436,3,ad_post,electronics,rural,ios,66.1,2,0,2,509.36,3,79,1,0,0,14.4,0.740771883278256
1805,4,ad_post,phones,urban,android,235.4,3,2,1,219.06,4,25,0,0,0,,0.7403918092380377
565,1,ad_post,furniture,urban,android,36.4,4,0,0,171.3,3,112,0,0,1,10.1,0.7399704267425058
1177,1,ad_post,bikes,metro,web,11.7,3,1,1,145.38,4,154,0,0,0,,0.739499222701963
1045,3,ad_post,phones,metro,android,87.3,1,0,0,99.97,4,0,0,0,1,,0.7394590959692141
1321,5,ad_post,furniture,metro,ios,82.9,4,0,0,194.31,2,62,0,0,1,15.9,0.738075686770492
1885,5,ad_post,electronics,metro,android,90.6,3,0,0,145.0,5,94,0,0,1,16.5,0.7380436637182823
1658,4,ad_post,furniture,metro,ios,131.2,3,0,1,187.56,6,173,1,0,0,63.1,0.7374478560720495
961,4,ad_post,fashion,urban,ios,70.7,1,1,1,99.36,3,24,0,0,0,,0.7372816531099259
153,2,message_send,other,urban,ios,30.1,1,0,0,,3,266,0,0,1,38.5,0.7367746886302056
728,4,ad_post,other,metro,android,26.9,4,0,1,503.49,2,141,0,1,0,8.7,0.7366810877979657
1377,1,ad_post,electronics,urban,ios,109.5,4,0,1,112.52,4,152,1,0,0,6.6,0.7362553879552163
1677,1,ad_post,other,urban,ios,60.1,5,0,0,56.51,6,104,0,0,1,5.7,0.7359671296667286
1447,5,ad_post,phones,urban,android,162.3,1,0,2,45.03,3,86,1,1,0,4.8,0.735604848978727
1432,5,ad_post,electronics,urban,android,43.8,2,1,1,,3,105,0,0,0,11.9,0.735092985252455
1,2,ad_post,fashion,rural,web,131.6,3,1,0,123.22,4,108,0,0,0,32.5,0.7346152572214607
1437,4,ad_post,other,rural,android,29.6,2,0,2,108.58,1,48,1,0,0,,0.7343635250755863
2,2,message_send,bikes,,android,135.0,2,0,1,223.22,2,227,0,1,1,11.3,0.7342361159627391
78,1,ad_post,bikes,metro,android,54.2,2,0,1,108.05,6,108,0,1,0,29.3,0.7341976375829142
954,2,ad_post,electronics,metro,android,163.3,3,1,0,20.5,4,140,0,0,0,10.9,0.7338857562294474
782,2,ad_post,fashion,urban,android,61.7,5,0,0,149.31,3,0,0,0,1,100.6,0.7326326617294414
227,5,ad_post,furniture,urban,ios,46.2,2,1,1,100.75,5,179,0,0,0,4.6,0.7326250135280207
697,5,message_send,fashion,metro,web,24.9,4,1,2,152.59,0,103,0,0,1,6.4,0.7322139279580482
549,3,ad_post,fashion,metro,ios,36.1,2,0,0,1146.34,6,154,0,0,0,11.6,0.7318628732957128
793,5,ad_post,furniture,metro,android,117.1,2,0,0,10.34,1,108,0,1,0,39.2,0.7315511381671869
1867,5,ad_post,phones,metro,android,58.2,4,0,0,224.09,3,220,0,0,1,51.6,0.7309954828897794
1898,4,ad_post,electronics,urban,android,53.4,1,0,0,115.6,3,158,0,0,1,,0.7306692829385857
1798,2,ad_post,furniture,urban,ios,228.9,1,0,0,131.77,5,11,1,0,0,,0.7306646747648896
609,1,ad_post,phones,rural,ios,100.7,2,1,1,643.23,2,86,0,0,0,13.3,0.7301388865719985
19,4,message_send,other,metro,ios,37.0,2,0,1,41.26,1,105,0,1,0,6.5,0.7300510122535637
1298,2,ad_post,phones,rural,android,136.7,2,0,1,93.87,3,112,1,0,0,2.8,0.7291202563767459
1042,3,message_send,furniture,metro,android,30.0,4,0,1,177.98,2,164,0,1,0,2.8,0.7288084026604263
1818,3,ad_post,bikes,metro,android,12.4,5,0,0,220.02,8,44,0,0,0,24.8,0.7287235983765641
109,2,ad_post,other,urban,android,55.9,2,0,0,234.97,2,10,0,0,1,7.5,0.7278935225497476
1980,3,ad_post,electronics,metro,android,90.2,5,0,0,669.48,1,142,0,0,1,2.3,0.7265966635211099
119,2,message_send,fashion,metro,web,42.7,5,0,0,181.04,2,76,0,0,1,19.9,0.7253220110826025
1510,5,ad_post,phones,,ios,78.6,2,0,1,249.43,4,0,0,1,0,7.7,0.7252484911149527
1792,4,ad_post,electronics,metro,ios,59.1,5,0,1,109.29,3,126,0,1,0,12.0,0.7246522171515399
773,2,message_send,furniture,metro,android,43.9,2,0,1,299.64,2,130,0,1,0,4.9,0.7242552892854414
530,4,ad_post,furniture,rural,ios,12.5,2,0,1,102.69,2,48,0,0,1,12.2,0.7224478873773489
1702,3,ad_post,bikes,rural,android,9.4,2,0,0,142.7,4,84,0,0,0,12.6,0.7217288148882254
346,3,ad_post,fashion,rural,android,23.6,3,0,1,82.93,3,14,0,0,1,17.0,0.7215355080525397
842,4,ad_post,other,rural,ios,79.1,3,0,1,538.55,3,87,0,1,0,5.0,0.7212021054231192
1355,4,ad_post,other,urban,web,99.3,6,1,1,359.26,3,80,0,0,1,5.5,0.7210185738735123
455,4,ad_post,bikes,urban,ios,83.9,2,0,0,103.82,1,6,0,0,1,3.6,0.7205518527884323
1850,3,ad_post,bikes,urban,android,64.6,1,1,1,83.16,6,164,0,0,0,7.5,0.7198155353224847
1180,3,ad_post,electronics,,android,111.8,2,0,0,218.06,5,76,0,0,1,,0.7194861799246993
1172,5,ad_post,fashion,rural,android,8.1,4,0,0,229.85,1,41,0,0,0,19.6,0.7191534673083209
1284,1,ad_post,phones,metro,android,88.3,2,0,0,282.8,2,92,0,0,1,11.1,0.7190745188099794
290,1,ad_post,furniture,metro,ios,97.4,1,1,1,108.96,5,69,0,0,0,36.6,0.7189525765913123
1605,1,ad_post,fashion,urban,android,59.3,3,0,1,129.06,5,0,0,1,0,3.2,0.7189074241966927
894,3,ad_post,electronics,rural,android,23.8,5,0,0,428.03,5,52,0,0,0,10.1,0.7180548947832037
1395,4,ad_post,electronics,metro,android,16.0,2,0,0,1117.0,1,79,0,0,0,11.8,0.7178679622012014
1319,5,ad_post,electronics,rural,android,26.0,4,0,0,1128.8,1,81,0,0,0,2.2,0.7178418704852838
1638,3,ad_post,bikes,metro,ios,8.1,1,0,0,316.2,2,118,0,0,0,2.6,0.7177557904923121
1178,5,ad_post,phones,metro,android,112.7,4,0,0,307.11,5,25,0,0,1,0.5,0.7172437438589057
1157,3,ad_post,bikes,metro,android,130.2,2,0,0,369.47,6,37,0,0,1,4.0,0.7171643369744032
1744,5,ad_post,electronics,metro,ios,14.2,3,0,0,562.23,1,56,0,0,0,22.5,0.7165872116588842
1168,4,message_send,furniture,metro,ios,151.2,2,0,1,99.61,4,148,1,0,0,,0.7164980648114343
